0.162628433 20.25057587 0 98.93498545 -61.5343614 20.22740145
0.069037516 18.26710482 0 95.32498783 -57.46580796 18.234791
0.195496342 20.78826458 0 91.69503071 -60.71123859 20.66953483
0.146312796 20.21669221 0 96.10848123 -58.41246953 19.97604515
0.15526261 19.9934892 0 99.06589697 -60.90574041 20.11697945
0.18464568 20.66994612 0 92.4880798 -61.76249756 20.53174385
0.166312685 20.23294978 0 90.70866844 -60.67845616 20.2808974
0.147874515 19.83547827 0 98.50400751 -58.59174626 20.00120704
0.167545479 20.24435403 0 100.5401638 -59.76064084 20.29855194
0.15755606 20.09898897 0 98.9186572 -61.0304832 20.1518746
0.10384739 18.99683645 0 97.65817309 -59.11885964 19.17251726
0.09578224 19.08679903 0 92.82706087 -59.35691307 18.98533381
0.183618192 20.59243236 0 97.59685619 -58.46287968 20.5183098
0.101875966 19.18074214 0 96.86716958 -61.02508315 19.12806744
0.078961595 18.52101281 0 98.80261886 -58.43956449 18.54129588
0.199390611 20.71172626 0 94.19798905 -57.62131305 20.71726597
0.085815258 18.79841834 0 100.5018031 -59.31790027 18.73217197
0.145143215 20.16834154 0 96.97979584 -59.92831028 19.95703651
0.117709547 19.69406632 0 98.40007619 -63.09028073 19.46427884
0.138481031 19.79164506 0 95.37794026 -58.0733904 19.84595031
0.171957265 20.20801671 0 93.72457492 -61.94026552 20.36075823
0.074047855 18.50396702 0 94.63204594 -60.28624022 18.39445204
0.191955333 20.49562292 0 94.49482105 -58.01351497 20.62536367
0.133155637 19.69919002 0 97.81583778 -58.74601025 19.75349839
0.055720127 17.73752628 0 100.1681192 -60.82812237 17.7491585
0.123532224 19.73634261 0 98.73890898 -61.07848581 19.57727402
0.178696776 20.63028237 0 100.4674476 -59.47242932 20.45298176
0.087382674 18.70991216 0 95.92457396 -62.55315886 18.77377949
0.106200924 19.14700084 0 98.89773613 -59.68645278 19.22454964
0.169866488 20.31699672 0 92.19030355 -59.79872964 20.33146538
0.122428439 19.68908949 0 96.36776938 -59.06458789 19.55624402
0.183755119 20.4741932 0 97.57580211 -60.48655831 20.52010409
0.15494451 19.86385709 0 100.7561048 -61.48812046 20.11210165
0.166708823 20.20943238 0 95.81729083 -59.76426502 20.28658362
0.177429296 20.37063747 0 93.8812073 -59.14314085 20.43588682
0.173336215 20.25286287 0 94.11057713 -61.49523889 20.37989754
0.082314477 18.55200626 0 98.06802742 -59.08282783 18.63656712
0.178117475 20.32958348 0 98.53031206 -59.02969265 20.44518253
0.189564802 20.62622201 0 93.00773419 -57.99892772 20.59511527
0.191427888 20.54523383 0 91.33221433 -60.5277363 20.61871979
0.099725358 19.16999212 0 90.11339758 -61.28816568 19.07863982
0.179279397 20.58353389 0 96.39359211 -57.54079117 20.46080207
0.185998026 20.45306795 0 95.97555002 -57.92895279 20.5493201
0.133069798 19.4960433 0 97.95785225 -58.4407153 19.75198001
0.145190312 20.07323923 0 90.78179503 -60.31280587 19.95780472
0.175138728 20.53892419 0 97.0643676 -61.54876928 20.4047037
0.077006379 18.37213995 0 93.56195909 -60.07237435 18.4839407
0.148761267 20.10677148 0 91.5039982 -59.94734824 20.01538391
0.15220003 19.9386179 0 93.3445394 -60.67240509 20.06962532
0.186048479 20.67288262 0 94.55192825 -58.47228832 20.54997353
0.158759342 20.10730255 0 96.00343017 -62.64987516 20.16999392
0.064912923 18.09085131 0 99.05831151 -63.12767252 18.09478578
0.088020578 18.95480665 0 94.00729839 -60.12077419 18.79050988
0.151550992 20.18728593 0 96.75358426 -57.61848817 20.05947581
0.189380144 20.65974136 0 93.43058734 -58.14958104 20.59276405
0.157726216 20.07012636 0 92.00558389 -61.16493748 20.15444466
0.158844539 20.14389223 0 97.04425913 -62.0078098 20.17127198
0.132538234 19.81527216 0 95.66308484 -58.66718001 19.74255684
0.152818202 19.86337426 0 98.07440079 -58.02176974 20.07925471
0.189045095 20.78050388 0 96.46478078 -58.63726447 20.58849249
0.03966503 17.01757757 0 98.02112052 -60.78500909 16.9861751
0.184293098 20.58070815 0 95.93593036 -59.12932365 20.52714178
0.131752292 19.66946453 0 95.2467707 -57.62509426 19.72855917
0.092043698 18.93778057 0 98.84301036 -61.55129368 18.89344235
0.180278659 20.44265506 0 96.79462661 -57.68270705 20.47416008
